"game_title_name","game_title_game_age","game_title_kid_review_name","game_title_parent_review_name"
"Far Cry 6","age 18+","Okay, so this game is rated PEGI 18 in the UK and Mature 17+ in America. That said, it’s definitely not a game for young children. But then some kids are more mature than others. I’m giving this game a firm minimum of 12+ depending on the kid. It really depends what you are okay with. You will see some melee attacks with lots of blood. There’s also torture and executions in cut scenes (which can probably be skipped). Then there’s the language. I honestly thought it was strong, but I’d say my 13 year old son heard much worse in Middle School. Overall, I’m giving this game a MINIMUM 12+.",""
"Far Cry 6","age 18+","The game carries political topics with cool cars, bases and animals. There is a few blood things in it but can easily be skipped, the only part i found bad was a little bit of swearing. But if your kid(s) are near 13 they probably have heard alot worse.
In conclusion it really depends on how kind, mature and just how good your kid is.
P.S. my son is 13",""
"Far Cry 6","age 18+","I think its very appropriate for age 11 and Up THE melee kills are a but blood but you never use Them. I recommend the game! But they swear a lot in THE game",""
"","","","Far Cry 6 is a great game for anyone above the age of 12. Wouldn't let anyone younger play... the game doesn't have much gore and other adult themes, there is however a heavy use of swearing."
"","","","I would never want my kid playing this game due to the over the top language throughout every single conversation in the game. They must have thought they really wanted to make a statement with how many times the F word can be used in a video game that's targetted to teens and adults. Call of Duty and Battlefield games all seem to do well with realistic language...."
"","","","I think this game is suitable for the 12-15 age and im saying that this gam e should be from the age 12 to 15 because the only thing i spotted in this game was a little bit of violence when my 12 year old son was playing this game.His Mother is very overprotective about this game but she came to agree that its for 12 year olds. I have also forgot to mention that my 12 year old son got this game from his older brother since they both have ps4's they can now comunicate better than ever sinceraly, Jack Mathhew's Son"
"","","","Okay, so this game is rated PEGI 18 in the UK and Mature 17+ in America. That said, it’s definitely not a game for young children. But then some kids are more mature than others. I’m giving this game a firm minimum of 12+ depending on the kid. It really depends what you are okay with. You will see some melee attacks with lots of blood. There’s also torture and executions in cut scenes (which can probably be skipped). Then there’s the language. I honestly thought it was strong, but I’d say my 13 year old son heard much worse in Middle School. Overall, I’m giving this game a MINIMUM 12+."
"","","","The game carries political topics with cool cars, bases and animals. There is a few blood things in it but can easily be skipped, the only part i found bad was a little bit of swearing. But if your kid(s) are near 13 they probably have heard alot worse.
In conclusion it really depends on how kind, mature and just how good your kid is.
P.S. my son is 13"
"","","","I think its very appropriate for age 11 and Up THE melee kills are a but blood but you never use Them. I recommend the game! But they swear a lot in THE game"
"Splitgate","age 13+","I found that this is a great game for my son to bond with his buddies. I have always been hesitant towards gun games, but this game has little to no blood, and it’s really all about teleportation and portals rather than the killing. Only complaint is the tutorial goes a bit long. My son loves the game, and I’ve noticed he is actually more into seeing them in real life as he has gotten closer. It’s a generally easy game to play.",""
"Splitgate","age 13+","I personally think this is a great non violent option for the younger kids who enjoy first person shooter games. I am fine with my nine year old son playing this game because it is not violent. Happy parenting!",""
"Splitgate","age 13+","Similar to Fortnite’s team rumble when you turn off blood. A bit more realistic though and without build mode.
You can also disable the voice chat, then it should be ok for kids 11+",""
"Splitgate","age 13+","While the game does have guns and bombs, it isn’t violent. When you die, you just fall on the ground. Very rarely you see blood, and when you do it’s just a small line of red in the floor. This game is very friendly and not intended to be inappropriate, scary, or violent. Your kid can also have fun by changing his character and dances. It’s also about teamwork. The more you help your team, the better you will do in the game.",""
"","","","I found that this is a great game for my son to bond with his buddies. I have always been hesitant towards gun games, but this game has little to no blood, and it’s really all about teleportation and portals rather than the killing. Only complaint is the tutorial goes a bit long. My son loves the game, and I’ve noticed he is actually more into seeing them in real life as he has gotten closer. It’s a generally easy game to play."
"","","","I personally think this is a great non violent option for the younger kids who enjoy first person shooter games. I am fine with my nine year old son playing this game because it is not violent. Happy parenting!"
"","","","Similar to Fortnite’s team rumble when you turn off blood. A bit more realistic though and without build mode.
You can also disable the voice chat, then it should be ok for kids 11+"
"","","","While the game does have guns and bombs, it isn’t violent. When you die, you just fall on the ground. Very rarely you see blood, and when you do it’s just a small line of red in the floor. This game is very friendly and not intended to be inappropriate, scary, or violent. Your kid can also have fun by changing his character and dances. It’s also about teamwork. The more you help your team, the better you will do in the game."
"Ghost of Tsushima: Director's Cut","age 16+","First off, the game itself is very historical and has GREAT role modles, putting you in the shoes of a samurai, and the whole point of the game is to stop your enemys from taking over a place called Tsushima. Sure the game has some blood but no gore at all. I found a way in the settings to dissable most of the blood anyway if you dont want your child seeing blood. No nudity, maybe some swearing but nothing TO bad. Overall, this is a great game, and tweens should be able to play it. Thank you for taking your time to read this review.",""
"Ghost of Tsushima: Director's Cut","age 16+","Ghost of Tsushima is one of the best PlayStation exclusive titles that I have ever played. First off, the game just looks gorgeous. It's one of the very few games that I've just been blown away by how pretty it is. And to top that off, the photo mode is simply incredible - it goes into so much detail and is honestly the best I've seen in any video game, period. Everything, from the trees, to the grass, to the animals, even the blood on Jin's sword, is so realistic and stunning. Now I'm going to talk about the gameplay. At first, learning how to perfectly parry and dodge enemies is very hard, but as time goes on performing these moves successfully gets more familiar and thus easier. This isn't a game where you can just mash random buttons and hope for the best; combat requires technique, precision and split-second timing. You may not like this as it isn't exactly casual, but personally I find it to be enjoyable. Speaking of technique, one really cool feature of Ghost of Tsushima is the ability to switch between different fighting stances. Different stances perform best against different enemies, so you have to be constantly changing stance depending on who is attacking you. I personally find this quite fun, as it provides a challenge. Exploration is great; it's an open-world, full of wildlife and flowers to observe and collect, and (as mentioned earlier) the scenery is simply breathtaking. Anyway, let's move on. Skill progression is done pretty well, it's presented in a sort-of table that's divided into different categories that make navigating and choosing abilities easier, depending on what you're really looking for (stealth, combat, etc.). Loading times are pretty quick which isn't ever a bad thing, the music is really scenic and cool, the characters (especially Jin) are interesting as you get to see them develop throughout the story, and the plot is fairly simple yet intriguing. There are also plenty of side-missions to distract you and keep the fun going once the main story has been completed. Throughout my play-through, I have encountered some minor bugs and glitches, but nothing game-breaking and nothing that ruins the experience. If you like to be immersed in your games then these may irritate you, but they aren’t frequent and they mostly fix themselves after a few seconds. Also, switching between different weapons can be confusing. In order to switch to explosive arrows, for example, you have to press L2, then right on the D-pad, then triangle. These combinations can be hard to remember and you may find yourself struggling in battle, attempting to recall how to equip the different throwables and types of arrow (I know I have). Overall, Ghost of Tsushima is an excellent game with only a few small flaws. I would highly recommend it to anyone with a PlayStation 4 or 5, because trust me, you do not want to miss out on this masterpiece. 9.3/10.",""
"Ghost of Tsushima: Director's Cut","age 16+","This games takes my breath away everyime I play. Beautiful scenery with a great combat system is the perfect pair. The developers really outdid themselves and have nailed this game down to the smallest details. It's moderately violent, death is part of the game though, yet it is in no way excessive and the blood can be turned off. I don't usually write reviews but this game definitely deserves one. On point.",""
"Ghost of Tsushima: Director's Cut","age 16+","Amazing game.Sucker Punch started the ps4 era and ended it with a swan song with ghost of tsushima. A captivating and heartfelt story.The gameplay is filled with so many abilities and the skill tree is just fascinating with three modes.The emotional beats connecting jin to his allies and his uncle. The mongols invasion of the island offers a breath of fresh air to the open world genre.The mythical quest are so much fun and helps to deepen the lore of the game.Chasing foxes to their dens.The graphics are just plain amazing especially playing on the old generation.The particles are just amazing from dense flower fields to the burning towns you can see the amazing parties details.The amount of flower and leave details is simply stunning. Cannot recommend enough. This really makes you feel in feudal Japan.The team at Sucker Punch went above and beyond for the photo mode with plenty of features and options such as depth of field or grain not to men ion the awesome black and white kirusawa mode.A must buy",""
"Ghost of Tsushima: Director's Cut","age 16+","There is a setting to turn off blood. This does not apply to cutscenes and scenery, but it gets rid of blood splattering with every cut.",""
"Ghost of Tsushima: Director's Cut","age 16+","in this game you can turn off blood under display options and there is some language and no sex I think anyone 11 years or over should play this",""
"Ghost of Tsushima: Director's Cut","age 16+","I would recommend this new ps4 hit game for children 12 and up because there is some gore but less than most other games on the market. Very action packet fun for my two boys 12 and 15",""
"Ghost of Tsushima: Director's Cut","age 16+","yes this game has some violence but there is no gore there is just blood splatters when you defeat someone with your sword and you can turn that off in your settings anyways. there is infrequent curse words of bastard damn and shit but nothing major and it only swears roughly around once an hour or two which is fine compared to a movie and there is no sex or nudity and i cannot understand how this game was rated 18 maybe 16 but DEFINITELY not an 18 this game is also entertaining and shows signs of strong role models defending their land which has been taken over this game is 5 stars and i would let anyone above 10 play this",""
"Ghost of Tsushima: Director's Cut","age 16+","The game overall is great with the storytelling and combat mechanics. But it can get pretty violent at times: there's constant blood, brutal swordplay, setting people on fire, and some graphic cutscenes of people getting beheaded and mutilated. Although the blood can be turned off, it doesn't apply to the cutscenes. Some scenes show the main character's buttocks, but its only shown for a second or two, nothing worse. The least that you can be worried about is perhaps the language. It's very mild for an M rated game and can only be heard a few times throughout the game (S-word is the strongest you'll hear). Overall, a 16+ for the violence throughout the game.",""
"Ghost of Tsushima: Director's Cut","age 16+","This game, even though based on a historic event, was not meant to be accurate, the basic mechanics of the game is something that fits the theme and the playstyle of the character. I have a video on why I love it.
https://youtu.be/mM5gMNmdjO8",""
"Ghost of Tsushima: Director's Cut","age 16+","This game is awesome, the gameplay is BEAUTIFUL, the scenery is better than in any game I've ever played. The reason I rated it 14 was violence. This game has a setting to turn off blood but not in cutscenes. The cutscenes can be very severe for younger kids, but other than that it is a fine game for anyone who wants good combat and story.",""
"Ghost of Tsushima: Director's Cut","age 16+","AMAZING, I cannot stress this enough, this game is a masterpiece. Along with that it isn’t violent, it’s only bad thing is that swords can have blood on them, but you can turn off blood.",""
"Ghost of Tsushima: Director's Cut","age 16+","It’s not bad, you can turn off blood, no language, no sexual stuff. Shouldn’t be Mature rated.",""
"Ghost of Tsushima: Director's Cut","age 16+","Ghost of Tsushima is a wonderful game, the imagery is outstanding, the story is thrilling, and there are endless side quests to play after you finish the main story. However this game has lots of violence, there is however an option to turn off blood. This makes the combat much more kid friendly and at that point the game should be rated T not M. Any mature pre-teen or teen could handle this game.",""
"Ghost of Tsushima: Director's Cut","age 16+","This is a master piece of a game! The narrative along with the graphics were spot on. You can tell the studio really cares for their work and looking forward to see what else they can do with it. I feel it could be more gory as in if you slice off their arm you should see that etc but otherwise love the game and the game play. Really a outstanding job and very well done sucker punch.",""
"Ghost of Tsushima: Director's Cut","age 16+","Its awsome. Its bloody but it's ok, you fight with swords,spears, bows and arrows etc. I dont think it should be rated 16.",""
"Ghost of Tsushima: Director's Cut","age 16+","Honestly the game is just a beautiful masterpiece. It makes you think about what your doing and it gives you a choice (most of the time) to be honorable or not. Blood can be turned off of your unsure about it. But the game is just so aesthetically please omg you would want your kids to have it",""
"Ghost of Tsushima: Director's Cut","age 16+","The main character Jin is a great person and everything he does is because of his code. In the game there is a mode in settings to turn off blood which makes it a lot less violent.",""
"Ghost of Tsushima: Director's Cut","age 16+","M: intense violence, bloody images and language",""
"Ghost of Tsushima: Director's Cut","age 16+","This game does not deserve it’s mature rating since the game has a setting where you could make it so their is no blood which practically removes the M rating. Not to mention the fact that the main character is a very good person trying to stick to his morals for the whole game and gives a great message for children. You could argue the fact they do show his bottom when he enters and exits the hot spring, but that is not a real argument for the fact that the 2017 film boss baby had the baby’s buttocks shown for much longer then with the main protagonist of this game and there is barley any swearing especially compared to movies such as avengers infinity war which only has a pg 13 rating.",""
"","","","First off, the game itself is very historical and has GREAT role modles, putting you in the shoes of a samurai, and the whole point of the game is to stop your enemys from taking over a place called Tsushima. Sure the game has some blood but no gore at all. I found a way in the settings to dissable most of the blood anyway if you dont want your child seeing blood. No nudity, maybe some swearing but nothing TO bad. Overall, this is a great game, and tweens should be able to play it. Thank you for taking your time to read this review."
"","","","Ghost of Tsushima is one of the best PlayStation exclusive titles that I have ever played. First off, the game just looks gorgeous. It's one of the very few games that I've just been blown away by how pretty it is. And to top that off, the photo mode is simply incredible - it goes into so much detail and is honestly the best I've seen in any video game, period. Everything, from the trees, to the grass, to the animals, even the blood on Jin's sword, is so realistic and stunning. Now I'm going to talk about the gameplay. At first, learning how to perfectly parry and dodge enemies is very hard, but as time goes on performing these moves successfully gets more familiar and thus easier. This isn't a game where you can just mash random buttons and hope for the best; combat requires technique, precision and split-second timing. You may not like this as it isn't exactly casual, but personally I find it to be enjoyable. Speaking of technique, one really cool feature of Ghost of Tsushima is the ability to switch between different fighting stances. Different stances perform best against different enemies, so you have to be constantly changing stance depending on who is attacking you. I personally find this quite fun, as it provides a challenge. Exploration is great; it's an open-world, full of wildlife and flowers to observe and collect, and (as mentioned earlier) the scenery is simply breathtaking. Anyway, let's move on. Skill progression is done pretty well, it's presented in a sort-of table that's divided into different categories that make navigating and choosing abilities easier, depending on what you're really looking for (stealth, combat, etc.). Loading times are pretty quick which isn't ever a bad thing, the music is really scenic and cool, the characters (especially Jin) are interesting as you get to see them develop throughout the story, and the plot is fairly simple yet intriguing. There are also plenty of side-missions to distract you and keep the fun going once the main story has been completed. Throughout my play-through, I have encountered some minor bugs and glitches, but nothing game-breaking and nothing that ruins the experience. If you like to be immersed in your games then these may irritate you, but they aren’t frequent and they mostly fix themselves after a few seconds. Also, switching between different weapons can be confusing. In order to switch to explosive arrows, for example, you have to press L2, then right on the D-pad, then triangle. These combinations can be hard to remember and you may find yourself struggling in battle, attempting to recall how to equip the different throwables and types of arrow (I know I have). Overall, Ghost of Tsushima is an excellent game with only a few small flaws. I would highly recommend it to anyone with a PlayStation 4 or 5, because trust me, you do not want to miss out on this masterpiece. 9.3/10."
"","","","This games takes my breath away everyime I play. Beautiful scenery with a great combat system is the perfect pair. The developers really outdid themselves and have nailed this game down to the smallest details. It's moderately violent, death is part of the game though, yet it is in no way excessive and the blood can be turned off. I don't usually write reviews but this game definitely deserves one. On point."
"","","","Amazing game.Sucker Punch started the ps4 era and ended it with a swan song with ghost of tsushima. A captivating and heartfelt story.The gameplay is filled with so many abilities and the skill tree is just fascinating with three modes.The emotional beats connecting jin to his allies and his uncle. The mongols invasion of the island offers a breath of fresh air to the open world genre.The mythical quest are so much fun and helps to deepen the lore of the game.Chasing foxes to their dens.The graphics are just plain amazing especially playing on the old generation.The particles are just amazing from dense flower fields to the burning towns you can see the amazing parties details.The amount of flower and leave details is simply stunning. Cannot recommend enough. This really makes you feel in feudal Japan.The team at Sucker Punch went above and beyond for the photo mode with plenty of features and options such as depth of field or grain not to men ion the awesome black and white kirusawa mode.A must buy"
"","","","There is a setting to turn off blood. This does not apply to cutscenes and scenery, but it gets rid of blood splattering with every cut."
"","","","in this game you can turn off blood under display options and there is some language and no sex I think anyone 11 years or over should play this"
"","","","I would recommend this new ps4 hit game for children 12 and up because there is some gore but less than most other games on the market. Very action packet fun for my two boys 12 and 15"
"","","","yes this game has some violence but there is no gore there is just blood splatters when you defeat someone with your sword and you can turn that off in your settings anyways. there is infrequent curse words of bastard damn and shit but nothing major and it only swears roughly around once an hour or two which is fine compared to a movie and there is no sex or nudity and i cannot understand how this game was rated 18 maybe 16 but DEFINITELY not an 18 this game is also entertaining and shows signs of strong role models defending their land which has been taken over this game is 5 stars and i would let anyone above 10 play this"
"","","","The game overall is great with the storytelling and combat mechanics. But it can get pretty violent at times: there's constant blood, brutal swordplay, setting people on fire, and some graphic cutscenes of people getting beheaded and mutilated. Although the blood can be turned off, it doesn't apply to the cutscenes. Some scenes show the main character's buttocks, but its only shown for a second or two, nothing worse. The least that you can be worried about is perhaps the language. It's very mild for an M rated game and can only be heard a few times throughout the game (S-word is the strongest you'll hear). Overall, a 16+ for the violence throughout the game."
"","","","This game, even though based on a historic event, was not meant to be accurate, the basic mechanics of the game is something that fits the theme and the playstyle of the character. I have a video on why I love it.
https://youtu.be/mM5gMNmdjO8"
"","","","This game is awesome, the gameplay is BEAUTIFUL, the scenery is better than in any game I've ever played. The reason I rated it 14 was violence. This game has a setting to turn off blood but not in cutscenes. The cutscenes can be very severe for younger kids, but other than that it is a fine game for anyone who wants good combat and story."
"","","","AMAZING, I cannot stress this enough, this game is a masterpiece. Along with that it isn’t violent, it’s only bad thing is that swords can have blood on them, but you can turn off blood."
"","","","It’s not bad, you can turn off blood, no language, no sexual stuff. Shouldn’t be Mature rated."
"","","","Ghost of Tsushima is a wonderful game, the imagery is outstanding, the story is thrilling, and there are endless side quests to play after you finish the main story. However this game has lots of violence, there is however an option to turn off blood. This makes the combat much more kid friendly and at that point the game should be rated T not M. Any mature pre-teen or teen could handle this game."
"","","","This is a master piece of a game! The narrative along with the graphics were spot on. You can tell the studio really cares for their work and looking forward to see what else they can do with it. I feel it could be more gory as in if you slice off their arm you should see that etc but otherwise love the game and the game play. Really a outstanding job and very well done sucker punch."
"","","","Its awsome. Its bloody but it's ok, you fight with swords,spears, bows and arrows etc. I dont think it should be rated 16."
"","","","Honestly the game is just a beautiful masterpiece. It makes you think about what your doing and it gives you a choice (most of the time) to be honorable or not. Blood can be turned off of your unsure about it. But the game is just so aesthetically please omg you would want your kids to have it"
"","","","The main character Jin is a great person and everything he does is because of his code. In the game there is a mode in settings to turn off blood which makes it a lot less violent."
"","","","M: intense violence, bloody images and language"
"","","","This game does not deserve it’s mature rating since the game has a setting where you could make it so their is no blood which practically removes the M rating. Not to mention the fact that the main character is a very good person trying to stick to his morals for the whole game and gives a great message for children. You could argue the fact they do show his bottom when he enters and exits the hot spring, but that is not a real argument for the fact that the 2017 film boss baby had the baby’s buttocks shown for much longer then with the main protagonist of this game and there is barley any swearing especially compared to movies such as avengers infinity war which only has a pg 13 rating."
"Miitopia","age 10+","I was forced to choose an age, I think it’s a nice game for kids 10+ If morals and something changed. My kid was playing then at a part the Princess snuck her boyfriend to HER ROOM that her dad the king didn’t agree on her choice of seeing him. I didn’t like that at all? And she had an excuse for it that she argued that she was right. What is the message here? Also her supposedly fiancé busted them in her room and they challenged each other to a fight where the dad stepped in before they fight but you can see they’re prepared for the fight. All what I am saying is from my kid, we had to spend an hour discussing the morals behind “sneaking someone in your room” because your parents simply didn’t like.",""
"Miitopia","age 10+","Positive messages, humor and wholesome
RPG gameplay. Miitopia is an awesome and humorous game that promotes teamwork and friendships! (While you battle a boss who steals faces. )Adopt a horse! Go to space! Get jobs in the game that help you and your teammates!Have fun! Only thing is it got an 18+ rating in Russia for LGBTQ+ representation which is dumb. If you want your kids to accept people with all their quirks and not make fun of people in school this is the game!I almost forgot to mention that your mii characters can be given to other users via code to use in their games which is optional but still a privacy issue if you made yourself as a mii.",""
"","","","I was forced to choose an age, I think it’s a nice game for kids 10+ If morals and something changed. My kid was playing then at a part the Princess snuck her boyfriend to HER ROOM that her dad the king didn’t agree on her choice of seeing him. I didn’t like that at all? And she had an excuse for it that she argued that she was right. What is the message here? Also her supposedly fiancé busted them in her room and they challenged each other to a fight where the dad stepped in before they fight but you can see they’re prepared for the fight. All what I am saying is from my kid, we had to spend an hour discussing the morals behind “sneaking someone in your room” because your parents simply didn’t like."
"","","","Positive messages, humor and wholesome
RPG gameplay. Miitopia is an awesome and humorous game that promotes teamwork and friendships! (While you battle a boss who steals faces. )Adopt a horse! Go to space! Get jobs in the game that help you and your teammates!Have fun! Only thing is it got an 18+ rating in Russia for LGBTQ+ representation which is dumb. If you want your kids to accept people with all their quirks and not make fun of people in school this is the game!I almost forgot to mention that your mii characters can be given to other users via code to use in their games which is optional but still a privacy issue if you made yourself as a mii."
"Days Gone","age 18+","the game has an interesting story about a biker and im not gonna spoil anything im just saying common sense media should of rated it 9 and up because its not that bad its basically the last of us which is also an amazing zombie game for 9 year olds for 2019 if they want days gone get them the game if there 9 or up but if your kid knows about drugs and they can hear cursing and there under 9 get them it",""
"Days Gone","age 18+","I think that days gone is a appropriate game for kids 10 and up when my kids 10 and 14 both wanted it I hesitated but I saw video And It Wasn't that bad and the main character is a biker and he does things that make him a good person like helping survivors any parent with a kid age 10 and up should get this game!",""
"Days Gone","age 18+","Ok first off I must say the Christian dad with the two sons Your kids have a wool pulled over your eyes buddy. I’m not that Christian you would say but I can’t stand the lords name took in vain and if you was a true Christian I’m sure you would have heard the GD every five seconds. Yes you all heard me this game takes the lords name every line it seems like there a GD here and GD there it’s so ridiculous!!!
Other cussing I could stand but I can’t and won’t listen to this every second a lords name took in vein !! The game physics are awesome totally something like far cry and a zombie game it’s pretty sweet but gosh the gd gets me every time. Can’t stand it and NO you can’t change the language to no cussing. I only wish ! You can change it to like French and stuff but come on The game itself is rated M 17+ just cause there friends parents are idiots and let there kids play games like this shouldn’t mean you should. Btw I have three kids",""
"Days Gone","age 18+","its a really realistic games kind of like last of us part 2 yet i havent really played the game but it has alot of language profanity i agree it a bloody biker game but theres alot of action! vilolence!! i recommend it for games for 17 year olds older teens.",""
"Days Gone","age 18+","This game is pretty slow and has violent content and TONS of cursing. If your kid is mature enough not to say extreme curse words, they should be fine. Just a fair warning, there will be a lot influenced by this.",""
"Days Gone","age 18+","I have four kids at. They are all twelve and love days gone. The game is a lot of fun since i have played it myself when I first saw the rating I said no But after playing it I realised it was a fun game. There is a lot of blood but not a lot of cursing good for twelve year olds.",""
"Days Gone","age 18+","Days Gone has amazing game play and an alright story. It is however very graphic and I honestly don't understand these parents who say there's barely any blood lmao. Just as long as your kid is mature enough to handle all the gore.",""
"Days Gone","age 18+","In my opinion this is a boring game despite the long wait for this game.",""
"Days Gone","age 18+","Days Gone could have been a decent game but the writers seemed to have spent more time trying to cram as many curse words and blasphemies in the game (dialog, quest titles, labels on selectable choices, even swapping one curse word out for another in the subtitles) than work on making the story interesting. In addition, the characters feel like they were taken directly from ‘The Walking Dead’ (Hmm, the main character’s name is almost identical to Negan, he drives a motorcycle and uses a crossbow). Because of this, the story feels like it was written by amateurs who didn’t know how to create something original.",""
"Days Gone","age 18+","Very fun and entertaining game",""
"Days Gone","age 18+","Im going to make it quick this i game is really fun and keeps my kids distracted so I can watch football and this game is a little violent but surprisingly not bloody get this game!",""
"Days Gone","age 18+","Generic in every way. Days gone provides players with a empty world. Interesting concept poor execution.",""
"Days Gone","age 18+","Days Gone is a fun game and adults like me can find this game interesting i even found myself once staring at the game for 30 minutes till the dinner alarm went off and there is a little swearing but nothing racist or crude i think every mature kid should have Days Gone",""
"Days Gone","age 18+","I think this game deserves a 9 and up its fun and educational any parent should give their kid this game if there old enough and this is really entertaining and the character is brave smart and funny in appropriate ways and there is only a tiny bit of cussing i think any parent sould get this game for their kid!",""
"Days Gone","age 18+","I played this game with my son and we loved it. At first I was skeptical because of the Mature rating but my son is 14 and told me that his friends all were getting Days Gone. The game is about I biked in the zombie apocalypse who is searching for his wife. The games story, is long and fun. It’s a memorable story with memorable characters. The violence though throughout the game isn’t at all bad compared to other zombie games. There’s barely any violent cut- scenes, gore, and even little blood. You handle with a lot of zombies but they barely even shed blood. The profanity on the other hand isn't too bad (mainly damn is used) but can be disabled from the games settings. Once playing a while I checked it out on common sense and to my suppose it said that there was a rape scene. I played the game with my son and the rape scene doesn’t exist. All that happens is men drag a women into a bar but there all laughing. There’s no rape in this game what’s so ever. There’s also no other sexual stuff in the game. Days Gone is a wonderful game for teens and will be enjoyed by many who want a good story and fun game.",""
"Days Gone","age 18+","I’m a Christian dad of two boys (12 and 14). They love video games and really wanted Day Gone. Once they told me that it’s a zombie game, I decided to let them get it and see how bad it was. At first I didn’t really know what to expect but when I started to watch my sons I was surprised by how good it was. The game is about a biker in the apocalypse searching for his lost wife. Days Gone has a story that will take the player on a fun and memorable adventure. I enjoyed playing with my sons for a few hours. Decon, the protagonist is a really well done character and fun to play as. Days Gone is a zombie game though so there’s lots of zombie bashing but I was very surprised by how little blood and gore there was. Zombie games usually have lots of gore but this one lacks even blood. Now, the profanity in the game is frequent but can be disabled in the settings. After playing with my sons for a while I decided that the game was ok for them. It is an amazing game for teens. The game does have one mission though where you get drugs for a character but there prescription drugs. Another thing to mention is that the so called rape scene is nothing like rape. Some men are dragging a women into a bar, but the women is laughing with the men. Not even the dirtiest minds would think of this as rape. Overall, Days Gone is an amazing and wonderful game for teens who want a great story and hours of fun.",""
"","","","the game has an interesting story about a biker and im not gonna spoil anything im just saying common sense media should of rated it 9 and up because its not that bad its basically the last of us which is also an amazing zombie game for 9 year olds for 2019 if they want days gone get them the game if there 9 or up but if your kid knows about drugs and they can hear cursing and there under 9 get them it"
"","","","I think that days gone is a appropriate game for kids 10 and up when my kids 10 and 14 both wanted it I hesitated but I saw video And It Wasn't that bad and the main character is a biker and he does things that make him a good person like helping survivors any parent with a kid age 10 and up should get this game!"
"","","","Ok first off I must say the Christian dad with the two sons Your kids have a wool pulled over your eyes buddy. I’m not that Christian you would say but I can’t stand the lords name took in vain and if you was a true Christian I’m sure you would have heard the GD every five seconds. Yes you all heard me this game takes the lords name every line it seems like there a GD here and GD there it’s so ridiculous!!!
Other cussing I could stand but I can’t and won’t listen to this every second a lords name took in vein !! The game physics are awesome totally something like far cry and a zombie game it’s pretty sweet but gosh the gd gets me every time. Can’t stand it and NO you can’t change the language to no cussing. I only wish ! You can change it to like French and stuff but come on The game itself is rated M 17+ just cause there friends parents are idiots and let there kids play games like this shouldn’t mean you should. Btw I have three kids"
"","","","its a really realistic games kind of like last of us part 2 yet i havent really played the game but it has alot of language profanity i agree it a bloody biker game but theres alot of action! vilolence!! i recommend it for games for 17 year olds older teens."
"","","","This game is pretty slow and has violent content and TONS of cursing. If your kid is mature enough not to say extreme curse words, they should be fine. Just a fair warning, there will be a lot influenced by this."
"","","","I have four kids at. They are all twelve and love days gone. The game is a lot of fun since i have played it myself when I first saw the rating I said no But after playing it I realised it was a fun game. There is a lot of blood but not a lot of cursing good for twelve year olds."
"","","","Days Gone has amazing game play and an alright story. It is however very graphic and I honestly don't understand these parents who say there's barely any blood lmao. Just as long as your kid is mature enough to handle all the gore."
"","","","In my opinion this is a boring game despite the long wait for this game."
"","","","Days Gone could have been a decent game but the writers seemed to have spent more time trying to cram as many curse words and blasphemies in the game (dialog, quest titles, labels on selectable choices, even swapping one curse word out for another in the subtitles) than work on making the story interesting. In addition, the characters feel like they were taken directly from ‘The Walking Dead’ (Hmm, the main character’s name is almost identical to Negan, he drives a motorcycle and uses a crossbow). Because of this, the story feels like it was written by amateurs who didn’t know how to create something original."
"","","","Very fun and entertaining game"
"","","","Im going to make it quick this i game is really fun and keeps my kids distracted so I can watch football and this game is a little violent but surprisingly not bloody get this game!"
"","","","Generic in every way. Days gone provides players with a empty world. Interesting concept poor execution."
"","","","Days Gone is a fun game and adults like me can find this game interesting i even found myself once staring at the game for 30 minutes till the dinner alarm went off and there is a little swearing but nothing racist or crude i think every mature kid should have Days Gone"
"","","","I think this game deserves a 9 and up its fun and educational any parent should give their kid this game if there old enough and this is really entertaining and the character is brave smart and funny in appropriate ways and there is only a tiny bit of cussing i think any parent sould get this game for their kid!"
"","","","I played this game with my son and we loved it. At first I was skeptical because of the Mature rating but my son is 14 and told me that his friends all were getting Days Gone. The game is about I biked in the zombie apocalypse who is searching for his wife. The games story, is long and fun. It’s a memorable story with memorable characters. The violence though throughout the game isn’t at all bad compared to other zombie games. There’s barely any violent cut- scenes, gore, and even little blood. You handle with a lot of zombies but they barely even shed blood. The profanity on the other hand isn't too bad (mainly damn is used) but can be disabled from the games settings. Once playing a while I checked it out on common sense and to my suppose it said that there was a rape scene. I played the game with my son and the rape scene doesn’t exist. All that happens is men drag a women into a bar but there all laughing. There’s no rape in this game what’s so ever. There’s also no other sexual stuff in the game. Days Gone is a wonderful game for teens and will be enjoyed by many who want a good story and fun game."
