review,label
"I am a professional PEGI reviewer and rate games on common sense media.org. I noticed that commonsense media consists of many fake parent reviews and I want to start a movement for change. Please check my reviews on popular games, for trustworthy and informative reviews. This game is just like any other call of duty game. Same game every year. There is frequent profanity throughout including f**k, s**t, hell, damn, b*tch, and bastard. language is 8/10. Violence is constant, gore can be turned off. All shots result in some blood and RARELY dismemberment. Blood can barely be seen from far.(sometimes it can't) This game as always will get a 13+.
Show less",0
"If Black Ops 4 where a film, it would have several different ratings, and here they are:
Multiplayer Graphic Content On - R for intense war action violence throughout and some language.
Multiplayer Graphic Content Off - PG-13 for intense war action.
Specialist HQ Story - R for graphic violence, language and disturbing images.
Zombies - R for gory monster violence throughout, language, and bloody images.
Zombies Cartoon Mode - PG-13 for zombie violence throughout, a brief sequence of gory slasher violence and frightening images and terror.
Blackout: PG-13 for intense violence
Overall Censored Version - PG-13 for for intense war action, zombie violence throughout, a brief sequence of gory slasher violence, frightening images and some terror.
Overall Original Version - R for intense sequences of war violence throughout, gory brutal zombie violence and some language.",0
"The game is so bad
The graphics are so bad
Not good for kids! (Mode doesn’t help)
Gameplay is so bad I quit the game!
COD bo4 is the worst game in the franchise of BlackOps!",0
"This game is really fun, but parents should know that your legs will blow up on a daily basis, and there is excessive blood. If parents don't want their kids playing shooters, then this is not the game for them. However, as an eight year old, I still think older kids would enjoy it. To be honest, the first time I saw the legs blowing up, I got pretty scared. Overall, it's an awesome game!",0
"First, to be clear, you can buy 'digital' download editions of the game from your perspective consoles online store without paying for the physical copies that come with these plastic toys that attach to your controllers. That being said. For Nintendo owners, this is the best Star Fox game to come out since the franchise was first introduced. Personally I prefer the 'on rails' action that of the original, but their integration into Starlink seems to be the answer to the question of how to fix the franchise after so many lackluster attempts and even some outright perplexing flops. This is a free roaming game is all set with you in your ship which is either done between planets as a free roam 'open world' approach or on the ground where movement is fluid but necessarily limited as you do close counter engagements. There is a learning curve, as with every game, to test your limitations, and I have to say, this takes some adept maneuvering if you want to survive battles. Dodging and coordinating your attacks will often be crucial to move forward so this is not a mindless shoot 'em up that just anybody can pick up and start blasting away. For children this means the ability to read direction on a 3rd to 5th grade level especially. Unlike most Star Fox games, Starlink is as much about exploration and building progress over time as it is about action. You can swap weapon loadouts ' on the fly' either in the pause menu or with the toys (that practically nobody is actually buying). WITH the toys,... this has to be covered..., you can take the physical weapons and swap them out on your toy ship which will translate in the game and swap your in game weaponry. This 'sounds cool', but the biggest complaints here are the pricetags for these toys which can easily surpass the actual games initial cost. Plus the fact that many , if not most players, find these toys awkward as they have to be attached ON TOP of your controller in order to function with the game. Some were able to adapt to it, some find it hindering and obstructing to play the game this way. The story itself is well done and ""Disney like"" with the StarFox alliance somewhat shoehorned into the background as add ons, but it all works well enough as a backdrop to the gameplay. Being one of the few titles supporting 2 players local gameplay is a big win though as you can play under the same roof without buying multiple consoles and games, you only need 2 controllers and a single TV. With the same moralities and tone of your typical nintendo fare, this is a child friendly PG to PG 13 kind of game. Nothing over the top in violence but refined and responsive enough to surpass it's cartoon looks and be engaging with a good amount of depth. The ships are satisfyingly maneuverable and familiar for Star Fox fans and the various weapons interesting to experiment with, along with some speed and thrusting capabilities that are satisfying and efficient in covering more ground. Be prepared to go on side quests and farming exspeditions at times with many traveling departures that take some chunks of time to get through but can be fast traveled later. Although i have seen and been old these toys are DOA and not selling hardly at all, the game itself to me is somewhat of a pacifier. I wouldn't have dropped 60 bucks on it if I had it to do over as i think its actual worth is about 40, but for those who have longed for a good action space exploration game especially a Star Fox one. This is probably the best you are going to get for a long while.",1
I have played this cute little game and my 10 yr old daughter loves this game. Its just a cute platform game for VR.,1
"Game plays well and I can see it being very popular with preteen gamers.
Its 1st person and slightly more graphical than fortnight but concept it very similar (be last alive).
I have seen very little gore and game language seems to be very tame.
Something to consider for under 13s.
If you play solo or in a group of 2 you are forced into a group of 3 so 1 or 2 strangers.
In most rounds I played (solo) the 2 random players did not have mics or was tame with there chat but I have had games where I have had abuse and some very vulgar language used towards me.
I'm sure there is a mute function in game but tbh I have not looked as I just ignored them ( on ps4 entering private party chat alone or with friend will mute other players in game group)
With the above said being my only concern that I have found I would happily let my 10 year old play but only with random players muted.
You know your kids best I would say prob 12+ on this game but my 10 year old is mature for 10.",0
"This game is very good, it is appropriate to teens. There are possitive messages because this game focuses on team work. These characters are mostly good, but some have bad backstories. The game is pretty easy to play, but there is a lot of violence, due to the game being about a a battle royale. The language used by characters is fine, but online chat can lead to other people using bad language. You can also buy online currency to buy skins. There is some drug use, because when you heal up, you use some kind of syringe that inyects some kind of healing liquid. I don't know if that counts as drug use.",0
"This game has seemingly replaced Fortnite in popularity, as I’ve noticed my son and his carpool switch the subject of their lengthy conversations to Apex Legends. I was hesitant at first, because the game is a branch off of the violent EA shooter Titanfall. When I saw the word “blood” in the MPAA rating, as well as CSM’s review, I was almost about to tell my 11 year old ‘no’.
However, after watching several YouTube videos and reading abou the game, I saw a different side of things. The “blood” is short lasting, just a faint mist of red when using heavy weapons. There is no foul language unless your child’s teammates cuss, but voice chat can be toggled on/off in the settings. The fact that there is no sexual content in this game makes it even safer for kids. The closest thing to drugs and alcohol I could find was when the character pulls out a high tech syringe-type thing and (out-of-view) uses it to gain “health points” and heal. The game doesn’t really encourage any positive messages, but good teamwork will often result in winning the game, which is survival-style, and one elimination will keep you out for the rest of the match. My son, 11 years old, struggles to keep up with the fast paced action in the game, which seems to give him a disadvantage when it comes to escaping enemy fire. I don’t believe it to be any more addicting to kids then Fortnite, and with less bizarre dances and more action, it probably won’t have the uniqueness to remain a popular game for long.",1
Parents should let their kids play this! It has little gore and improves their team building through coordination with teammates. This game has a great time setting that the whole family should enjoy! Get your kid this game for a team building game!,1
I watch my son play this game and it is not all that violent sure you use guns but it is encouraging teamwork and communication to win. The blood is very minimal and it only shows up for about 2 seconds.,1
"It’s got a similar setup to call of duty but it’s really cartoonishly made and really similar to fortnite if you’re the parent of a ten or eleven year old you should probably let them play this game. there is one problem the voice chat, if you child can’t handle bad late e then I would recommed not getting this game because if your playing online with of kids or young adults the voice chat lets you curse sooooo! they can handle it, or do you not trust your child?!",1
"I have personally played Apex Legends, I think it is a fun game, but i would not recommend it for kids under 10 years old, simply because there is violence and sometimes people can be rude in the voice chat, but for the most part, people are nice enough and just want to play the game.",0
"Apex Legends is the next big thing in Battle Royal. Could it be the one to dethrone Fortnight? Possibly, it's definitely on track to surpass it. I feel there are a few things that hold Apex back from being the lone survivor in this battle royal.
1: Squads only - I love squads when I'm playing with people I know however when I am paired with randoms the fun is taken down a notch. That is due to a number of factors. Lack of communication being the main one. That one issue in turn leads to the other issues such as landing spot, respawning, etc. If they allowed a Duos or Solo mode I feel that could go a long way in boosting the game.
2: Weapon/Loot Spawns - It is definitely feast or famine when it comes to weapons and attachments/items. Even in the ""High Tier Loot"" sections it can be pretty barren unless you luck up. Many times you should expect to find a handgun of some form. Maybe an SMG if you are lucky. However the hand guns in this game are not much more than a placeholder or decoration as they don't do enough damage to keep you alive long(unless you come upon a poor soul who missed out on the initial landing grabfest). Randomness is to be expected but I feel they could drop a few more guns to start off with. Otherwise you could be in for a short game.
3: Ammo and lack thereof - The damage the guns put out isn't great and with shields/armor and bullet drop off it can be extremely difficult to down an opponent. Many times you'll find yourself with plenty of ammo for a gun you don't have or find the gun you want but ammo is nowhere to be found. Sure the game isn't supposed to be simple but when you have a gun but no ammo or it, it kind of takes away from the fun part.
4: Hit detection - Some hero's attract more bullets than others. Gibralter for instance is a sponge due to his size but a smaller legend like Lifeline is harder to hit. They are currently working on hit detection so this one should be fixed soon.
That being said the positive outweighs the negative. You don't HAVE to spend real money to have fun. The skins are all purely cosmetic and do not change the game. Now while this game has a nice community we all know that once it gets more popular it will become more toxic with bullies and foul people. I'd say kids 12 and older would be fine on the game. Anyone younger would find some of the nuances of the game slightly difficult and due to the random people you get teamed with you might have the occasional creep so play with discernment.",0
My son loved this game it is for parents who's son is addicted to fortnite,1
"Graphical Content: There is shooting involved/bullets, in a more realistic manner than Fortnite. However, I wouldn't call it overtly violent - there is no gore, actual blood that I've noticed, no brutal executions etc. No sexual content, drug use, nudity.
Gameplay: Gameplay is enjoyable, I would say its a bit more team-focused than Fortnite. As of now you must be in a squad of 3 players every time you play, either with friends you know or the game will matchmake with other people. Vocal communication is a key part of securing victory within the game - Children may be exposed to unsuitable language in this case, but not more so than other online games. Playing with their friends would be advisable if this is a worry.
Game is a bit more difficult than Fortnite I would say, there is no building aspect so you are forced to find cover rather than make it. There are also skills unique to each character ""Legend"" which are also a key part to winning games. Knowing when to use skills to support the team and also yourself is important and takes some time to learn. However, I wouldn't say its an overly difficult game to learn - kids who have played Fortnite should jump into it with relative ease.",0
This game is extremely fun and like fortnite except with a more succour voice chat systeam,1
It is so good and it should be ok for 7 years old And there’s not much blood and it is good tho teach kids to work as a team but some people on voice chat can swear but you can mute them so you can not hear them by pressing the button when you are choosing your legend.,1
"In Apex Legends, players are put into teams of three (all users can communicate with each other through voice chat) and fight to be the last team standing. In order to survive, players must use any assortment of weapons, including guns, knives, fire, explosives, and gas. There is no gore except for blood splatter effects and minor blood stains.
Most characters have positive goals and backgrounds. However, one character is a mad scientist who loves to watch his victims suffocate to death, but he’s explicitly marked as “not a hero”. Some characters say minor curses, such as “hell” and “damn”.
Also consider that players can communicate through voice chat, which isn’t filtered. However, you can turn this into text, which is censored.",0
"It is a game that involves strategy, team work, and focus this game is good for 8 and up",1
We allowed our 8 year old to play and found text messages from some stranger! We obviously are done with spec and ps5 for a while! Predators have no shame! I hate this world! My fail!,0
"This game was very disappointing . The story line is boring, the amount of content isn't too much, overall not that great. Cleavage is shown but too much, and the violence is slightly raised from doa5. the DLC isn't all that cool (Mai was in doa5 so nothing new, and Kula is interesting but doesn't really fit that much in the game in my opnion). Then again the game is fan service and wasn't really made to be played very competitively. The costumes are very expensive, and the extra things that ""offer a better experience"" are way to much. doa5 was much, much better. I would only recommend the game to people who can spend lots of money and who are new to the series. Besides that the gameplay is similar to previous titles. However, there is a chance team ninja and Tecmo will release a remake of the game making it better like they did with doa5.",0
"Pode is a great game for kids, with relatively easy controls.
Both characters play on the same screen and help each other to solve puzzles.
Although I think the game is certainly suitable for age 6 or 7 up, the puzzles do get progressively harder.
We are half way through the game and my 6 and 9 year old play it together with the 9 year old able to work out the puzzles so far and help direct the 6 year old. My 6 year old has needed help with the controller timing some jumps.
It's a really sweet game with a lot of character to it. Its a lot of fun and my kids have been really happy playing the game, giggling between themselves when making the characters doing silly things.
It's good for learning, with a lot of thinking about how the characters use their own abilities to solve different parts of each puzzle.",1
Its not appropriate for kids what so ever its disgusting an revolting as u beat the life out of creatures and the gameplay is not enjoyable and is just plain broken its not scary its just sick and not in a good way,0
"SEX/NUDITY - None. VIOLENCE/GORE - There are scenes of disturbing horror violence as the player fights grotesque creatures with a variety of weapons. However, these scenes lack the goriest and most graphic detail due to the top-down camera angle and art style. There are also some bloody images and implications of violent incidents. PROFANITY - There is some strong language (""f*ck""), as well as instances of milder terms. DRINKING/DRUGS/SMOKING - There are plenty of drug references and alcohol references throughout, both visual and verbal. The player is also encouraged to create medicinal drugs for health boosts etc. Although, these are never or rarely used in recreational or stimulating ways, and the game as a whole does not encourage drugs in the real world. THREAT/HORROR - The game contains a constant, sustained sense of threat and menace, made more unsettling and disturbing by the psychological horror elements throughout gameplay. Although being relatively low on explicit gory images, this is still a very intense and surreal experience, with frequent frightening moments which might cause upset to people of a nervous disposition.
15 - Suitable only for persons aged 15 years and over. Contains strong content, and is not recommended for playing by any person below the age of 15.",0
"I have 2 young boys, and they both take turns playing this game. It is fun and interactive, and violence is minimal for a star wars game, with emphasis on puzzle solving. Additionaly, it tells an empowering story for kids about being strong in the face of opression. As long as you trust your kid, this is a great buy!",1
"No idea what PEGI were smoking when this got a 16. It is quite obviously very similar to a Star Wars film, so if your kids are up for those then this is a walk in the park. Violence is minimal and 'justifiable', ie much less than the likes of Fortnite. Graphics in 4K on Xbox One X are very lifelike, but not in a frightening way. Gameplay is immersive and based on problem solving, also quite slow in its pace so prevents the aggression that other games can give rise to. Didn't see any bad real world behaviours or swearing. Nothing to worry about here mums and dads :-)",1
Great Game... Age rating by PEGI and other companies does not suit this game. Adventure and fun only!. No Swears and Definitely Age Appropriate for Children... I'd say 10+,1
"Jedi: Fallen Order is one of the best Star Wars games to date. The exploration is fun, the combat is exciting and often challenging (yet not an annoyance), the main characters are likeable and portrayed very well, and even the music is excellent. My only criticism is that backtracking to collect crates that were previously unattainable is rather tedious and irritating, especially when they're located in the middle of a maze of forgettable turns and tunnels, although I understand that this is designed to provide the player with a challenge. But none the less, it did put me off trying to 100% the game. In addition, some of the game's puzzles are confusing and difficult, but eventually manageable with some luck or an online guide. Or maybe I'm just not very good, I don't know. All things considered though, Jedi: Fallen Order is an excellent game and a shining example of a good, micro-transaction free, single-player experience. 8.7/10.",1
"This game is absolutely great. The story is simplistic and VERY starwars! There is no swearing and profanity, no sexual content and immodesty. You can tell that the characters within are learning and changing to become better. Jedi are good rolemodels.
However, I think that this game will blow over the heads of younger kids through its design, which requires a sensitivity to timing and rhythm. Button mashing will not help you in this game. While there is no blood/ gore, the violence can be over the top, as the lightsaber can cut many creatures in half. There also are a few dark scenes in which the protagonist must overcome his inner rage and past tragedy.
Very good game!",1
It is a great game for kids 8 and up it has no swearing and is fun and easy to play not to mention that cal is a great role model.,1
"I loved this game, good story, characters. A Star Wars fan like myself would give this 5 stars. I only gave it 4 because someone who isn't into that storyline might not understand/appreciate it. The characters are absolutely fantastic, and really make it much better. Lots of references to other movies/shows. There is some typical staff wars action, blasters and sabers. And some animal dismemberment (no blood).",1
"To parents
This is an amazing game, for the price might be a little high, but it is EA who made it so, toughen up buttercup! Amazing graphics, I thoroughly enjoyed the game, but I was let down a little bit.",1
"I was enthralled with this one. It had a great story and amazing characters. The violence is not too bad. You do slice some enemies, but there is absolutely no dismemberment or cutting off (aside from slicing some spiders in half.) Very very little language if any at all, aside from a few ""Damns and Hells."" The game can be a bit dark and challenging especially on the Dathomir planet. But overall, this is a fantastic game. Highly recommend it for your Star Wars fan in the family. Well done EA and Respawn.",1
"Some people might say this game is rated Teen. It's still very appropriate for even eight and up. However, to fully appreciate and understand the game I think they should be at least ten years old. There is a little more than average of violence but most kids can handle it. Also, the story sends the message of not hiding and being your true self.",1
"Star Wars Jedi: Fallen Order is a science fiction action/adventure game available for Xbox One, PlayStation 4, and Windows-based PCs. The game's set within the expansive Star Wars universe, shortly after the events of Star Wars: Episode III - Revenge of the Sith. Players take on the role of a young fugitive Jedi on a quest to try to rebuild and restore the Jedi Order. Action is constant, with frequent killing shown onscreen and some intense moments of violence in cutscenes, though no blood or graphic gore's shown. The game emphasizes timing in combat and presents a relatively high degree of challenge, especially at higher difficulty levels. The word ""bastard"" is heard in some dialogue.",1
"This game is incredibly hard to learn and can be unforgiving unless you have someone to help you learn to play. That being said once you have gotten through and have the basics down it is a blast and one that never gets old. I must have hundreds of hours in this game by now and despite being rounds of the same game over and over again with updates being semi regular the combinations that build that game keep it constantly fresh and engaging.
This game is in a top down zoomed out view so the characters remain visually distant meaning any 'sexualisation' of characters of which there is already so little is negated by the visual style of the game.
The violence is also minimised from this view and is all fantasy making it no worse than the simplest of games. This is especially true when you can turn off the violence and blood in the settings.
The biggest downside was the communities response to bad or new players as they could sometime be a little abusive and very lacking in sympathy with bad language. This was no more common however than people who were incredibly kind and when you let people know you are knew they are often nice enough to talk you through what is going on and help you out. In fact I have had a couple of experiences where a player has reached out to play a few games together where they have walked me through and coached me in the basics. There is also an easy work around to the language as they have recently added a profanity filter and you can also disable chat for your child if they are at the younger ages. You can also entirely avoid the risks and simply have your child play offline matches with AI so that they can learn the game in a more predictable and easier setting.
All in all DoTA is a complex, satisfying and hugely enjoyable game that's few issues around violence and profanity in the community can all be worked around and these things continue to be a main focus of the company currently so they will only get better.",0
"This game is good for teens. You start as an ape, the goal of this game is to evolve and become a modern human. The game starts in the jungles of Africa 10 million years ago. You have a clan and you can lead them, also you have to gather materials, resources, and food to survive. There are predators and animals that you have to watch out for in the jungles.",1
"When my ten-year-old first asked for this game, I was skeptical. Sure, this game looked tame enough, but I wasn’t sure if he would have access to the main game. After some consideration, I purchased it, but I played some of it before giving it to him. I was astonished by the detail and educational content in this game. There were lessons and tests, and my son would frequently run up to me with new facts about the Ancient Greek world to share. Even though there is a collection of lessons about Ancient Greek battles, it was presented as flags with various symbols on them. If you are concerned about nudity or sex, the game has nude statues, but nothing is sexualized or graphic. This made my child eager to learn and to explore the fascinating world of Ancient Greece. I would rate this game a 6/5 if I could; it’s just so phenomenal. I hope this review helped you.
P.S. This game has some vocabulary your children might not understand. Just be aware that your child may need to be a little sophisticated.",1
"Wanted to note that my 9 yr old played for about 30 mins before he discovered to his simultaneous delight and horror that he could kill NPCs by crashing a boat into an NPCs boat, leaving their corpse floating in the sea. Something to be aware of.",0
This is a really great program. It takes kids through lots of mini-games that teach them about the moves of each different chess piece -- even some strategy! I had never played Chess when my 6-year old became interested. This game taught me enough to keep up with him!,1
I love this game and i want to play it now online.,1
"My second favorite Mario Party game (original N64 game in first). Wonderful for slumber parties. I'm a relaxed parent, but some of my kid's friend's parents aren't, so when they come over they can play this without concern. A must-have for those who have slumber parties a lot, along with all other MP games.",1
"Whenever my 10 year old kid has a slumber party this is the first thing that he plays with the guests. It's a great game for when you have a lot of kids around. I myself play it all the time. I probably shouldn't be doing this, but if I find myself waking up at 3 AM, I play Mario Party 4. Great game.",1
Its a family game. Big siblings and play with littler siblings. Its a game that even the grandparents can play and understand.,1
this game...i was playing with my little sister. theres nothing wrong with this game.,1
"You get an open slate of where you want to place stuff to see how your city grows. You have to balance a budget of not spending more than you take in (personal finance).
The only down side to this is that the game can be addictive. You can't not spend hours in front of the screen to build up a complex city.",1
Really Good! There's Nothing bad for kids!,1
"I bought simcity 4 and simcity 4 deluxe for my son he likes them both. It tought him about monthly
income and expenses, and that it's hard to earn money in a fun way. You can teach this game yourself after a few weeks",1
"Great soundtrack, and emphasizes on importance of strategy. Also brings economics into the picture and teaches the importance of having both a military as well as an economy to support it, for ""an army marches on its stomach, or so the old saying goes"" :D
Also got me interested in learning about the various characters and heroes portrayed in the game as well as their roles in history (Frederick Barbarossa, Genghis Khan, Joan of Arc, Saladin, El Cid, Montezuma, etc) and teaches history quite well. It also manages to follow history (for the most part) and is not too hard for even a beginner player.",1
"Strong points: great music, straightforward controls and gameplay, provokes curiosity about history, various civilizations cater to different gaming styles while still having the same fundamentals
Weak points: With the MSN Gaming Zone offline, online matches are difficult to coordinate.",1
"Although the object is to build a society my child uses it to conquer enemies. When people are killed they turn into small skeletons and then disappear after a few minutes. At first I was completely opposed to the game but feel that overall it is a strategic game with less violence than most Saturday morning cartoon shows.
My child is 9.",0
"This is somewhat challenging game, involving numerous amounts of strategy and reading. This game simulates historic battles and characters, such as Joan of Arc, Ghengis Kahn and Henry V very accurately. I personally never knew how a trebuchet worked until I played this game. This game involves a lot of strategy, and offers a multitude of storylines. If youre looking for a wonderful multiplayer strategy game this is it. There are few games that come close to the level of strategy needed for this game. As far as its multiplayer ability is concerned, it is wonderful, probably the best.",1
"...I enjoy playing it, and the expansion makes is more fun. But I will not play it with my children in the room (they are 2 and 5). Although the violence is seen from far away, we had one instance when our 5 year old became upset when the villagers killed an animal while hunting. (Like they say, Know Your Kids!) As for educational value, it's okay... as a teacher, I find it minimal, but may be the only way to get some kids to actually get involved in what actually happened! Use only as support, though, to actual teaching. It does, however, help teach budgeting (spending resources on growth), as well as painting a picture of the work involved in setting up a functioning society.",1
"I think this is the best final fantasy game I have ever played.
The only thing I did not like of it, is there are some characters revealing skin, no nudity, there is mage that shows some skin around the chest, and it stops right at the end, nothing shown really close though.
There also is a person who you fight towards the end of the game, she is wearing a bikini pretty much, its worse then a bikini, so you might want to watch out for that.
As for language, there is just d words scattered around the game.
This game gives a positive message, to stand up for yourself and do what you want to do, not what everyone else wants you to do.
Best final fantasy game I ever played. I recommend this for 13 and older, no under.",0
It’s great until you need to accomplish certain minigames to unlock items. The minigames are extremely difficult and aren’t even based on skill they’re based on luck and RNG. Why design a minigame that ruins the actual game? Great until the end.,1
"Okay, this game could be played by someone as young as 11 years old - the violence is not gory at all, except maybe the appearance of aeon (sort of god that you can summon) Anima is bit ""gory"" as i think its depiction of suffering soul full of hate and sorrow.
But yeah nothing too bad that 11 year could not play it in theory, but then again i think the story and world of final fantasy in general is leaning more towards older teens/adults, i think a kid would get way more out of this game if they played it later in life (14+) than too early.
Even though the graphics are better, i feel that this is overall less gory than for example Final Fantasy 7 which had some very dark moments which Jenova facility etc, and the story in my opinion was geared for adults. If there was a FF that would be a kid friendly and still good, it would probably be this one FFX.",0
"Final Fantasy X boasts incredible graphics for its time, well designed characters with fulfilling arcs, an engrossing world and lore, and gameplay that is among the best in the series.
Some of the themes and the nature of Spira isn’t necessarily made for children, and they likely won’t enjoy the cutscenes, or the late-game difficulty, but it is definitely worth a look to all FF fans, and RPG fans alike.",1
This game shows alot of sub titles. I was surprised to see my son who doesnt like to read start reading because he liked this game. The characters are very likable. There is no sexual content. Cartoony violence is no less violent then ninja turtles and batman. My son asked a lot of questions while playing this game such as what is fayth. I had hard time understanding that Tidus was fayth’s dream but my son seem to understand it much better. He understood that Titus had to disappear because fayth would no longer dream when yu yevon was vanquished. I was vey suprised that kids so young had so much vivid imagination and can understand complex story plot.,1
My son enjoyed this game. He understood the storyline very well. He liked hunting monsters and liked gathering summons. His favorite part of the game was when Yuna got her Megus sisters.,1
"This game is great. The story is impeccable and you can play for hours. There is only one kissing scene that may be inappropriate for an 8 year old and there is average FF violence. The main character dad was called drunkard and that is the only drinking reference. There were only like 2 swears, but it's not very bad (they use ""damnation"" and ""damn"" only). I got very attached to the game but kids who don't like a good story wouldn't be interested.",0
"Take my word for this! This is an exceptional Final Fantasy although it is the most intense game I have played if you are not counting Xenosaga I and II. The violence is VERY strong in this game although there is no blood except in 2 scenes and the rest of the game is bloodless violence. The language is not an issue although the word damn and hell is used somewhat frequently. There are some sexual scenes but nothing stronger than 7+ for that. The story is very, very intense. It may be extremely upsetting for people under 15 and then ending is VERY!!!!!!!!!!!! sad. Basically, 14+ for the content and 16+ for the story unless you can handle intense, sad, and actually quite frightening!
SPOILERS
Later in the game, you see the main enemy send a hole right through the centre of the Earth, and sends a HUGE tidal wive at 7+ people. Then a * shape comes out of the hole he made and sends major eruptions of flame come out of the Earth and wrap around the world. People from villages watch and screm as the 1,000,000,000,000,000 lbs+ creature falls from the sky and lands on the ground causing a 10 richter scale Earthquake. That is the most frightening scene in the game!",0
"This game is pretty good. The game was more girly than the original but hey they make up for it. The battle system is worse that X-1 but I'm not complainingg. We miss the sphere grid, but levels make the game much faster. The violence is what you would expect from final fantasy (you clunk the enemy on the head and eventually passes away). Now I would say a girl could play this at any age. But guys like me and my friends are another story. Well if the boy is inbetween 2 (hey I started then) and 10 would probably think the girls' clothing is odd, but someone 11+ will uhhhh..... you know..... enjoy their outfits more..... getting older has pluses..... lets just say that the clothing was a thing guys helped with. Enjoyable game.",0
"Scantily-clad girls kick monster butt. I'm not a big YRP fan, but it is a good game. Like most every RPG Square Enix pulls out, it's a good, solid RPG. The only real iffy things are the violence (without bloodshed) and the dress-up system. Like the Sphere-Grid system in FFX, it confused the heck outta me. ^^; The thing turning me off to this game is the YRP factor. Dressing the girls up in cute costumes is fun, but a little degrading for a girl like me to see those tiny outfits. o.o Definitely geared towards boys, but it's still a solid RPG. If you wanna waste 40+ hours of your life, please do pick up this game. It's worth the waste. ^_^",0
"In the Half Life series, you are a scientist who is removed from a stasis and forced to fight against an alien government by a mysterious employer. The violence is just alien blood and zombies. There are a few jumpscares here and there, but other than that it is not scary. One thing though are the dead bodies, however they are not there to be gross; they're there to convey how evil this empire is. If your kid is still afraid of the bogeyman, it's not for them.
Also, there are many positive roll models- the main character, Gordon, and various allies and sidekick Alyx Vance, are all focused on liberty for humans.",0
I played this game when I was 10 and I found some of it quite bloody. It isn't too violent if you are mature and there isn't an excessive amount of swearing.,0
"I personally think that this is a really fun game and is one of the best that I’ve ever played in my life. However, this game also has some mature content kids shouldn’t see like: blood, guns, gore and some other really cruel things like burnt bodies so I do not suggest kids should play this.",0
"This game contains blood, violence and some scary moments.The first time i played it i was 13 years old.I didn't get scared.The only time i got scared was in ravenholm's cemetery.Creepy sounds and a lot of zombies! It is a very nice game for grown kids though. The world design is super awesome, the story is very beautiful.Graphics are still decent.The langouage is kid friendly",0
I played this game since I was young and my little brother who's 12 played it and loves it since Im going to college I gave him my game and he won't stop playing it 10/10,1
"I remember watching my dad play this game when it first came out and I was still in grade school; and while I don't remember being disturbed by it, that's only because I didn't see the whole thing.
Violence: plenty of gunfights between human combatants, with successful hits producing large plumes of blood, and cries of pain. Most of the enemies the player fights are Storm Trooper-esque soldiers covered from head to toe in dark body armor, which slightly diminishes the effect of the violence. Still, the allied forces the player fights alongside are normal looking humans, and they are subjected to the same kind of violence. attacks leave bloody wounds on characters where they were hit, which not only makes the violence feel more realistic, but can also lead to some grisly looking scenes which were completely unscripted. (I.E, an ally who was hit in the head during a battle now has a bloody gash covering one side of their face, but they still make eye contact with the player when talking to them, forcing you to stare at it). Several encounters can result in people being set on fire. The player does battle with several types of hostile aliens, which all produce yellow blood when injured. Some of these alien enemies are enormous insects, which can be blown to pieces. The most upsetting type of enemy the player encounters are zombies, who come in several deformed varieties. The most common type has torn open torsos, which expose their lungs and intestinal systems. Others variants are either bloated with dark black skin, or simply no skin at all, revealing their muscular systems. Zombies can be sliced in half, sometimes their torsos will keep moving.
Several environments are littered with mostly burned dead bodies.
Upsetting/Scary themes:
The Game is set in a dystopian future where an alien force has occupied earth and established a totalitarian regime. In the opening chapters of the game, we see several examples of their cruelty, their human peacekeepers are portrayed interrogating, beating, and generally abusing the populace, emulating atrocities seen in real dictatorships. Citizens are portrayed as being in emotional agony, some sequences depict oppressed citizens crying and begging for this torment to end. In a few scenes we see people screaming for help at the sight of the murder or abuse of their loved ones.
One specific portion of the game is set in a zombie infested city, with hoards of the creatures attacking the player constantly. The aforementioned zombies will scream ""Oh God"" over and over again when set on fire, implying their humanity is still there, and feeling all of the pain you give them.
Positive messages/role models: The story portrays a rebellion against an oppressive government, with strong themes of human spirit and passion overpowering greed and corruption. Intelligence is praised, with many of the game's heroes, including the player being former scientists who use their knowledge to solve the problems they are faced with. The cast is somewhat diverse, with several African American and female Main characters.",0
I do not recommend playing at a young age because it may scare younger children I started playing at age 9 though but lets get to the game now It has one of the best stories i've ever experienced and stunning graphics for its time and suitable for low quality computers,0
"I have been playing Half-Life and its series for years. I find its an amazing storyline, amazing well thought out characters and enemies. Its not at all over sexual or violent. Yes there is blood and death in the game but nothing like alot of these other FPS games portray. Yea there are dead bodies in the game but there are in other games as well and you don't see people getting all butthurt about it. I suggest if your child over 13 is scared over these game series its time to sit them down and explain its NOT real. Really tired of Half-Life getting such a bad rap!",0
"This game is a classic, its a beautiful game with what were at the time groundbreaking graphics. The most gore yo experience in this game is the zombies witch have blood stained shirts, in certain sections you can also find bones. Its an FPS so their is a lot of violence, the violence isn't intensive though and is interrupted by frequent puzzles.",0
